# TEMPLATE PROGRAMMA — Grest 2026
# Compila le righe sotto. Non modificare le righe che iniziano con #
# SETTIMANE DISPONIBILI (usa il numero nella colonna settimana):
#   Settimana 1 (2026-06-09 → 2026-06-12)
#   Settimana 2 (2026-06-15 → 2026-06-19)
#   Settimana 3 (2026-06-22 → 2026-06-26)
#   Settimana 4 (2026-06-29 → 2026-07-03)
# SQUADRE DISPONIBILI (copia il nome esatto nella colonna squadra):
#   Arancioni
#   Azzurri
#   Blu
#   Fucsia
#   Gialli Grest
#   Grigi
#   Neri
#   Rosa antico
#   Rossi
#   Turchesi
#   Verdi Fluo
#   Verdi lime
#   Verdi oliva
#   Verdi scuro
#   Viola
# ATTIVITÀ DISPONIBILI (copia il nome esatto nella colonna attivita):
#   Accoglienza 🫂
#   Angelus 🙏
#   Attività in esterna 🎭
#   Compiti e studio 📚
#   Conclusione attività 👋
#   Giochi 🏀
#   Giochi sport 🏅
#   Gioco 🧩
#   Gita 🚀
#   Intrattenimento 🎉
#   Laboratorio 🥫
#   Laboratorio creativo 🎨
#   Merenda 🥨
#   Parco acquatico 🌊
#   Post-Oratorio 🌆
#   Pranzo - preghiera 🙏
#   pranzo - preghiera - tempo libero
#   Pre-oratorio 🍱
#   Tempo Libero 🆓
#   Uscita 📤
# Se l'attività non è presente verrà creata automaticamente
# GIORNI: Lunedi | Martedi | Mercoledi | Giovedi | Venerdi
squadra;settimana;giorno;attivita;ora_inizio;ora_fine;note
"Verdi lime";2;Venerdi;Accoglienza 🫂;8:30;9:30;
"Verdi lime";2;Venerdi;Gioco 🧩;9:30;10:30;
"Verdi lime";2;Venerdi;Merenda 🥨;10:30;10:45;
"Verdi lime";2;Venerdi;Compiti e studio 📚;10:50;11:30;
"Verdi lime";2;Venerdi;Angelus 🙏;11:35;11:40;
"Verdi lime";2;Venerdi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi lime";2;Venerdi;Gioco 🧩;15:00;16:00;
"Verdi lime";2;Venerdi;Merenda 🥨;16:00;16:25;
"Verdi lime";2;Venerdi;Conclusione attività 👋;16:30;17:00;
"Verdi lime";2;Venerdi;Uscita 📤;17:00;17:15;
"Verdi lime";2;Venerdi;Post-Oratorio 🌆;17:15;18:00;
"Verdi lime";3;Lunedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi lime";3;Lunedi;Accoglienza 🫂;8:30;9:30;
"Verdi lime";3;Lunedi;Parco acquatico 🌊;9:30;10:30;
"Verdi lime";3;Lunedi;Merenda 🥨;10:30;10:45;
"Verdi lime";3;Lunedi;Parco acquatico 🌊;10:45;11:30;
"Verdi lime";3;Lunedi;Angelus 🙏;11:35;11:40;
"Verdi lime";3;Lunedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi lime";3;Lunedi;Gioco 🧩;15:00;16:00;
"Verdi lime";3;Lunedi;Merenda 🥨;16:00;16:25;
"Verdi lime";3;Lunedi;Conclusione attività 👋;16:30;17:00;
"Verdi lime";3;Lunedi;Uscita 📤;17:00;17:15;
"Verdi lime";3;Lunedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi lime";3;Martedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi lime";3;Martedi;Accoglienza 🫂;8:30;9:30;
"Verdi lime";3;Martedi;Laboratorio 🥫;9:30;10:30;
"Verdi lime";3;Martedi;Merenda 🥨;10:30;10:45;
"Verdi lime";3;Martedi;Compiti e studio 📚;10:50;11:30;
"Verdi lime";3;Martedi;Angelus 🙏;11:35;11:40;
"Verdi lime";3;Martedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi lime";3;Martedi;Gioco 🧩;15:00;16:00;
"Verdi lime";3;Martedi;Merenda 🥨;16:00;16:25;
"Verdi lime";3;Martedi;Conclusione attività 👋;16:30;17:00;
"Verdi lime";3;Martedi;Uscita 📤;17:00;17:15;
"Verdi lime";3;Martedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi lime";3;Mercoledi;Pre-oratorio 🍱;7:30;8:30;
"Verdi lime";3;Mercoledi;Accoglienza 🫂;8:30;9:30;
"Verdi lime";3;Mercoledi;Compiti e studio 📚;9:30;10:30;
"Verdi lime";3;Mercoledi;Merenda 🥨;10:30;10:45;
"Verdi lime";3;Mercoledi;Gioco 🧩;10:50;11:30;
"Verdi lime";3;Mercoledi;Angelus 🙏;11:35;11:40;
"Verdi lime";3;Mercoledi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi lime";3;Mercoledi;Parco acquatico 🌊;15:00;16:00;
"Verdi lime";3;Mercoledi;Merenda 🥨;16:00;16:25;
"Verdi lime";3;Mercoledi;Conclusione attività 👋;16:30;17:00;
"Verdi lime";3;Mercoledi;Uscita 📤;17:00;17:15;
"Verdi lime";3;Mercoledi;Post-Oratorio 🌆;17:15;18:00;
"Verdi lime";3;Giovedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi lime";3;Giovedi;Accoglienza 🫂;8:30;9:30;
"Verdi lime";3;Giovedi;Attività in esterna 🎭;9:30;10:30;
"Verdi lime";3;Giovedi;Merenda 🥨;10:30;10:45;
"Verdi lime";3;Giovedi;Attività in esterna 🎭;10:45;11:30;
"Verdi lime";3;Giovedi;Angelus 🙏;11:35;11:40;
"Verdi lime";3;Giovedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi lime";3;Giovedi;Gioco 🧩;15:00;16:00;
"Verdi lime";3;Giovedi;Merenda 🥨;16:00;16:25;
"Verdi lime";3;Giovedi;Conclusione attività 👋;16:30;17:00;
"Verdi lime";3;Giovedi;Uscita 📤;17:00;17:15;
"Verdi lime";3;Giovedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi lime";3;Venerdi;Pre-oratorio 🍱;7:30;8:30;
"Verdi lime";3;Venerdi;Accoglienza 🫂;8:30;9:30;
"Verdi lime";3;Venerdi;Gioco 🧩;9:30;10:30;
"Verdi lime";3;Venerdi;Merenda 🥨;10:30;10:45;
"Verdi lime";3;Venerdi;Compiti e studio 📚;10:50;11:30;
"Verdi lime";3;Venerdi;Angelus 🙏;11:35;11:40;
"Verdi lime";3;Venerdi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi lime";3;Venerdi;Gioco 🧩;15:00;16:00;
"Verdi lime";3;Venerdi;Merenda 🥨;16:00;16:25;
"Verdi lime";3;Venerdi;Conclusione attività 👋;16:30;17:00;
"Verdi lime";3;Venerdi;Uscita 📤;17:00;17:15;
"Verdi lime";3;Venerdi;Post-Oratorio 🌆;17:15;18:00;
"Verdi lime";4;Lunedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi lime";4;Lunedi;Accoglienza 🫂;8:30;9:30;
"Verdi lime";4;Lunedi;Parco acquatico 🌊;9:30;10:30;
"Verdi lime";4;Lunedi;Merenda 🥨;10:30;10:45;
"Verdi lime";4;Lunedi;Parco acquatico 🌊;10:45;11:30;
"Verdi lime";4;Lunedi;Angelus 🙏;11:35;11:40;
"Verdi lime";4;Lunedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi lime";4;Lunedi;Gioco 🧩;15:00;16:00;
"Verdi lime";4;Lunedi;Merenda 🥨;16:00;16:25;
"Verdi lime";4;Lunedi;Conclusione attività 👋;16:30;17:00;
"Verdi lime";4;Lunedi;Uscita 📤;17:00;17:15;
"Verdi lime";4;Lunedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi lime";4;Martedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi lime";4;Martedi;Accoglienza 🫂;8:30;9:30;
"Verdi lime";4;Martedi;Laboratorio 🥫;9:30;10:30;
"Verdi lime";4;Martedi;Merenda 🥨;10:30;10:45;
"Verdi lime";4;Martedi;Compiti e studio 📚;10:50;11:30;
"Verdi lime";4;Martedi;Angelus 🙏;11:35;11:40;
"Verdi lime";4;Martedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi lime";4;Martedi;Gioco 🧩;15:00;16:00;
"Verdi lime";4;Martedi;Merenda 🥨;16:00;16:25;
"Verdi lime";4;Martedi;Conclusione attività 👋;16:30;17:00;
"Verdi lime";4;Martedi;Uscita 📤;17:00;17:15;
"Verdi lime";4;Martedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi lime";4;Mercoledi;Pre-oratorio 🍱;7:30;8:30;
"Verdi lime";4;Mercoledi;Accoglienza 🫂;8:30;9:30;
"Verdi lime";4;Mercoledi;Compiti e studio 📚;9:30;10:30;
"Verdi lime";4;Mercoledi;Merenda 🥨;10:30;10:45;
"Verdi lime";4;Mercoledi;Gioco 🧩;10:50;11:30;
"Verdi lime";4;Mercoledi;Angelus 🙏;11:35;11:40;
"Verdi lime";4;Mercoledi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi lime";4;Mercoledi;Parco acquatico 🌊;15:00;16:00;
"Verdi lime";4;Mercoledi;Merenda 🥨;16:00;16:25;
"Verdi lime";4;Mercoledi;Conclusione attività 👋;16:30;17:00;
"Verdi lime";4;Mercoledi;Uscita 📤;17:00;17:15;
"Verdi lime";4;Mercoledi;Post-Oratorio 🌆;17:15;18:00;
"Verdi lime";4;Giovedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi lime";4;Giovedi;Accoglienza 🫂;8:30;9:30;
"Verdi lime";4;Giovedi;Attività in esterna 🎭;9:30;10:30;
"Verdi lime";4;Giovedi;Merenda 🥨;10:30;10:45;
"Verdi lime";4;Giovedi;Attività in esterna 🎭;10:45;11:30;
"Verdi lime";4;Giovedi;Angelus 🙏;11:35;11:40;
"Verdi lime";4;Giovedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi lime";4;Giovedi;Gioco 🧩;15:00;16:00;
"Verdi lime";4;Giovedi;Merenda 🥨;16:00;16:25;
"Verdi lime";4;Giovedi;Conclusione attività 👋;16:30;17:00;
"Verdi lime";4;Giovedi;Uscita 📤;17:00;17:15;
"Verdi lime";4;Giovedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi lime";4;Venerdi;Pre-oratorio 🍱;7:30;8:30;
"Verdi lime";4;Venerdi;Accoglienza 🫂;8:30;9:30;
"Verdi lime";4;Venerdi;Gioco 🧩;9:30;10:30;
"Verdi lime";4;Venerdi;Merenda 🥨;10:30;10:45;
"Verdi lime";4;Venerdi;Compiti e studio 📚;10:50;11:30;
"Verdi lime";4;Venerdi;Angelus 🙏;11:35;11:40;
"Verdi lime";4;Venerdi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi lime";4;Venerdi;Gioco 🧩;15:00;16:00;
"Verdi lime";4;Venerdi;Merenda 🥨;16:00;16:25;
"Verdi lime";4;Venerdi;Conclusione attività 👋;16:30;17:00;
"Verdi lime";4;Venerdi;Uscita 📤;17:00;17:15;
"Verdi lime";4;Venerdi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";1;Lunedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";1;Lunedi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";1;Lunedi;Gioco 🧩;9:30;10:30;
"Verdi oliva";1;Lunedi;Merenda 🥨;10:30;10:45;
"Verdi oliva";1;Lunedi;Compiti e studio 📚;10:50;11:30;
"Verdi oliva";1;Lunedi;Angelus 🙏;11:35;11:40;
"Verdi oliva";1;Lunedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";1;Lunedi;Gioco 🧩;15:00;16:00;
"Verdi oliva";1;Lunedi;Merenda 🥨;16:00;16:25;
"Verdi oliva";1;Lunedi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";1;Lunedi;Uscita 📤;17:00;17:15;
"Verdi oliva";1;Lunedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";1;Martedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";1;Martedi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";1;Martedi;Parco acquatico 🌊;9:30;10:30;
"Verdi oliva";1;Martedi;Merenda 🥨;10:30;10:45;
"Verdi oliva";1;Martedi;Parco acquatico 🌊;10:45;11:30;
"Verdi oliva";1;Martedi;Angelus 🙏;11:35;11:40;
"Verdi oliva";1;Martedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";1;Martedi;Gioco 🧩;15:00;16:00;
"Verdi oliva";1;Martedi;Merenda 🥨;16:00;16:25;
"Verdi oliva";1;Martedi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";1;Martedi;Uscita 📤;17:00;17:15;
"Verdi oliva";1;Martedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";1;Mercoledi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";1;Mercoledi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";1;Mercoledi;Laboratorio 🥫;9:30;10:30;
"Verdi oliva";1;Mercoledi;Merenda 🥨;10:30;10:45;
"Verdi oliva";1;Mercoledi;Compiti e studio 📚;10:50;11:30;
"Verdi oliva";1;Mercoledi;Angelus 🙏;11:35;11:40;
"Verdi oliva";1;Mercoledi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";1;Mercoledi;Gioco 🧩;15:00;16:00;
"Verdi oliva";1;Mercoledi;Merenda 🥨;16:00;16:25;
"Verdi oliva";1;Mercoledi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";1;Mercoledi;Uscita 📤;17:00;17:15;
"Verdi oliva";1;Mercoledi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";1;Giovedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";1;Giovedi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";1;Giovedi;Compiti e studio 📚;9:30;10:30;
"Verdi oliva";1;Giovedi;Merenda 🥨;10:30;10:45;
"Verdi oliva";1;Giovedi;Gioco 🧩;10:50;11:30;
"Verdi oliva";1;Giovedi;Angelus 🙏;11:35;11:40;
"Verdi oliva";1;Giovedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";1;Giovedi;Parco acquatico 🌊;15:00;16:00;
"Verdi oliva";1;Giovedi;Merenda 🥨;16:00;16:25;
"Verdi oliva";1;Giovedi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";1;Giovedi;Uscita 📤;17:00;17:15;
"Verdi oliva";1;Giovedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";1;Venerdi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";1;Venerdi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";1;Venerdi;Attività in esterna 🎭;9:30;10:30;
"Verdi oliva";1;Venerdi;Merenda 🥨;10:30;10:45;
"Verdi oliva";1;Venerdi;Attività in esterna 🎭;10:45;11:30;
"Verdi oliva";1;Venerdi;Angelus 🙏;11:35;11:40;
"Verdi oliva";1;Venerdi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";1;Venerdi;Gioco 🧩;15:00;16:00;
"Verdi oliva";1;Venerdi;Merenda 🥨;16:00;16:25;
"Verdi oliva";1;Venerdi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";1;Venerdi;Uscita 📤;17:00;17:15;
"Verdi oliva";1;Venerdi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";2;Lunedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";2;Lunedi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";2;Lunedi;Gioco 🧩;9:30;10:30;
"Verdi oliva";2;Lunedi;Merenda 🥨;10:30;10:45;
"Verdi oliva";2;Lunedi;Compiti e studio 📚;10:50;11:30;
"Verdi oliva";2;Lunedi;Angelus 🙏;11:35;11:40;
"Verdi oliva";2;Lunedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";2;Lunedi;Gioco 🧩;15:00;16:00;
"Verdi oliva";2;Lunedi;Merenda 🥨;16:00;16:25;
"Verdi oliva";2;Lunedi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";2;Lunedi;Uscita 📤;17:00;17:15;
"Verdi oliva";2;Lunedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";2;Martedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";2;Martedi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";2;Martedi;Parco acquatico 🌊;9:30;10:30;
"Verdi oliva";2;Martedi;Merenda 🥨;10:30;10:45;
"Verdi oliva";2;Martedi;Parco acquatico 🌊;10:45;11:30;
"Verdi oliva";2;Martedi;Angelus 🙏;11:35;11:40;
"Verdi oliva";2;Martedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";2;Martedi;Gioco 🧩;15:00;16:00;
"Verdi oliva";2;Martedi;Merenda 🥨;16:00;16:25;
"Verdi oliva";2;Martedi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";2;Martedi;Uscita 📤;17:00;17:15;
"Verdi oliva";2;Martedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";2;Mercoledi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";2;Mercoledi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";2;Mercoledi;Laboratorio 🥫;9:30;10:30;
"Verdi oliva";2;Mercoledi;Merenda 🥨;10:30;10:45;
"Verdi oliva";2;Mercoledi;Compiti e studio 📚;10:50;11:30;
"Verdi oliva";2;Mercoledi;Angelus 🙏;11:35;11:40;
"Verdi oliva";2;Mercoledi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";2;Mercoledi;Gioco 🧩;15:00;16:00;
"Verdi oliva";2;Mercoledi;Merenda 🥨;16:00;16:25;
"Verdi oliva";2;Mercoledi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";2;Mercoledi;Uscita 📤;17:00;17:15;
"Verdi oliva";2;Mercoledi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";2;Giovedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";2;Giovedi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";2;Giovedi;Compiti e studio 📚;9:30;10:30;
"Verdi oliva";2;Giovedi;Merenda 🥨;10:30;10:45;
"Verdi oliva";2;Giovedi;Gioco 🧩;10:50;11:30;
"Verdi oliva";2;Giovedi;Angelus 🙏;11:35;11:40;
"Verdi oliva";2;Giovedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";2;Giovedi;Parco acquatico 🌊;15:00;16:00;
"Verdi oliva";2;Giovedi;Merenda 🥨;16:00;16:25;
"Verdi oliva";2;Giovedi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";2;Giovedi;Uscita 📤;17:00;17:15;
"Verdi oliva";2;Giovedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";2;Venerdi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";2;Venerdi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";2;Venerdi;Attività in esterna 🎭;9:30;10:30;
"Verdi oliva";2;Venerdi;Merenda 🥨;10:30;10:45;
"Verdi oliva";2;Venerdi;Attività in esterna 🎭;10:45;11:30;
"Verdi oliva";2;Venerdi;Angelus 🙏;11:35;11:40;
"Verdi oliva";2;Venerdi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";2;Venerdi;Gioco 🧩;15:00;16:00;
"Verdi oliva";2;Venerdi;Merenda 🥨;16:00;16:25;
"Verdi oliva";2;Venerdi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";2;Venerdi;Uscita 📤;17:00;17:15;
"Verdi oliva";2;Venerdi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";3;Lunedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";3;Lunedi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";3;Lunedi;Gioco 🧩;9:30;10:30;
"Verdi oliva";3;Lunedi;Merenda 🥨;10:30;10:45;
"Verdi oliva";3;Lunedi;Compiti e studio 📚;10:50;11:30;
"Verdi oliva";3;Lunedi;Angelus 🙏;11:35;11:40;
"Verdi oliva";3;Lunedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";3;Lunedi;Gioco 🧩;15:00;16:00;
"Verdi oliva";3;Lunedi;Merenda 🥨;16:00;16:25;
"Verdi oliva";3;Lunedi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";3;Lunedi;Uscita 📤;17:00;17:15;
"Verdi oliva";3;Lunedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";3;Martedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";3;Martedi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";3;Martedi;Parco acquatico 🌊;9:30;10:30;
"Verdi oliva";3;Martedi;Merenda 🥨;10:30;10:45;
"Verdi oliva";3;Martedi;Parco acquatico 🌊;10:45;11:30;
"Verdi oliva";3;Martedi;Angelus 🙏;11:35;11:40;
"Verdi oliva";3;Martedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";3;Martedi;Gioco 🧩;15:00;16:00;
"Verdi oliva";3;Martedi;Merenda 🥨;16:00;16:25;
"Verdi oliva";3;Martedi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";3;Martedi;Uscita 📤;17:00;17:15;
"Verdi oliva";3;Martedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";3;Mercoledi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";3;Mercoledi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";3;Mercoledi;Laboratorio 🥫;9:30;10:30;
"Verdi oliva";3;Mercoledi;Merenda 🥨;10:30;10:45;
"Verdi oliva";3;Mercoledi;Compiti e studio 📚;10:50;11:30;
"Verdi oliva";3;Mercoledi;Angelus 🙏;11:35;11:40;
"Verdi oliva";3;Mercoledi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";3;Mercoledi;Gioco 🧩;15:00;16:00;
"Verdi oliva";3;Mercoledi;Merenda 🥨;16:00;16:25;
"Verdi oliva";3;Mercoledi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";3;Mercoledi;Uscita 📤;17:00;17:15;
"Verdi oliva";3;Mercoledi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";3;Giovedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";3;Giovedi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";3;Giovedi;Compiti e studio 📚;9:30;10:30;
"Verdi oliva";3;Giovedi;Merenda 🥨;10:30;10:45;
"Verdi oliva";3;Giovedi;Gioco 🧩;10:50;11:30;
"Verdi oliva";3;Giovedi;Angelus 🙏;11:35;11:40;
"Verdi oliva";3;Giovedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";3;Giovedi;Parco acquatico 🌊;15:00;16:00;
"Verdi oliva";3;Giovedi;Merenda 🥨;16:00;16:25;
"Verdi oliva";3;Giovedi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";3;Giovedi;Uscita 📤;17:00;17:15;
"Verdi oliva";3;Giovedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";3;Venerdi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";3;Venerdi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";3;Venerdi;Attività in esterna 🎭;9:30;10:30;
"Verdi oliva";3;Venerdi;Merenda 🥨;10:30;10:45;
"Verdi oliva";3;Venerdi;Attività in esterna 🎭;10:45;11:30;
"Verdi oliva";3;Venerdi;Angelus 🙏;11:35;11:40;
"Verdi oliva";3;Venerdi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";3;Venerdi;Gioco 🧩;15:00;16:00;
"Verdi oliva";3;Venerdi;Merenda 🥨;16:00;16:25;
"Verdi oliva";3;Venerdi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";3;Venerdi;Uscita 📤;17:00;17:15;
"Verdi oliva";3;Venerdi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";4;Lunedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";4;Lunedi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";4;Lunedi;Gioco 🧩;9:30;10:30;
"Verdi oliva";4;Lunedi;Merenda 🥨;10:30;10:45;
"Verdi oliva";4;Lunedi;Compiti e studio 📚;10:50;11:30;
"Verdi oliva";4;Lunedi;Angelus 🙏;11:35;11:40;
"Verdi oliva";4;Lunedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";4;Lunedi;Gioco 🧩;15:00;16:00;
"Verdi oliva";4;Lunedi;Merenda 🥨;16:00;16:25;
"Verdi oliva";4;Lunedi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";4;Lunedi;Uscita 📤;17:00;17:15;
"Verdi oliva";4;Lunedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";4;Martedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";4;Martedi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";4;Martedi;Parco acquatico 🌊;9:30;10:30;
"Verdi oliva";4;Martedi;Merenda 🥨;10:30;10:45;
"Verdi oliva";4;Martedi;Parco acquatico 🌊;10:45;11:30;
"Verdi oliva";4;Martedi;Angelus 🙏;11:35;11:40;
"Verdi oliva";4;Martedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";4;Martedi;Gioco 🧩;15:00;16:00;
"Verdi oliva";4;Martedi;Merenda 🥨;16:00;16:25;
"Verdi oliva";4;Martedi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";4;Martedi;Uscita 📤;17:00;17:15;
"Verdi oliva";4;Martedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";4;Mercoledi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";4;Mercoledi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";4;Mercoledi;Laboratorio 🥫;9:30;10:30;
"Verdi oliva";4;Mercoledi;Merenda 🥨;10:30;10:45;
"Verdi oliva";4;Mercoledi;Compiti e studio 📚;10:50;11:30;
"Verdi oliva";4;Mercoledi;Angelus 🙏;11:35;11:40;
"Verdi oliva";4;Mercoledi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";4;Mercoledi;Gioco 🧩;15:00;16:00;
"Verdi oliva";4;Mercoledi;Merenda 🥨;16:00;16:25;
"Verdi oliva";4;Mercoledi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";4;Mercoledi;Uscita 📤;17:00;17:15;
"Verdi oliva";4;Mercoledi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";4;Giovedi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";4;Giovedi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";4;Giovedi;Compiti e studio 📚;9:30;10:30;
"Verdi oliva";4;Giovedi;Merenda 🥨;10:30;10:45;
"Verdi oliva";4;Giovedi;Gioco 🧩;10:50;11:30;
"Verdi oliva";4;Giovedi;Angelus 🙏;11:35;11:40;
"Verdi oliva";4;Giovedi;pranzo - preghiera - tempo libero;11:45;14:05;
"Verdi oliva";4;Giovedi;Parco acquatico 🌊;15:00;16:00;
"Verdi oliva";4;Giovedi;Merenda 🥨;16:00;16:25;
"Verdi oliva";4;Giovedi;Conclusione attività 👋;16:30;17:00;
"Verdi oliva";4;Giovedi;Uscita 📤;17:00;17:15;
"Verdi oliva";4;Giovedi;Post-Oratorio 🌆;17:15;18:00;
"Verdi oliva";4;Venerdi;Pre-oratorio 🍱;7:30;8:30;
"Verdi oliva";4;Venerdi;Accoglienza 🫂;8:30;9:30;
"Verdi oliva";4;Venerdi;Attività in esterna 🎭;9:30;10:30;
"Verdi oliva";4;Venerdi;Merenda 🥨;10:30;10:45;
